irradiance_diffuse (W/m2),wind_speed (m/s),ambient_temp,solar electricity,wind electricity
0.003,7.376,15.086,0,0.391
0,7.863,14.826,0,0.457
0,7.828,14.621,0,0.453
0,7.463,14.397,0,0.402
0,7.167,14.241,0,0.364
0,6.805,14.131,0,0.316
0,6.131,13.987,0,0.235
0,5.603,13.819,0,0.18
0.009,5.234,13.791,0.002,0.146
0.045,4.807,14.074,0.028,0.112
0.098,4.805,14.399,0.08,0.112
0.163,5.498,14.82,0.161,0.17
0.225,6.558,15.466,0.29,0.285
0.236,7.72,16.184,0.442,0.437
0.204,8.631,16.87,0.596,0.562
0.174,9.271,17.385,0.7,0.644
0.171,9.533,17.515,0.711,0.676
0.149,9.386,17.558,0.719,0.658
0.134,8.998,17.46,0.665,0.61
0.123,8.719,17.179,0.563,0.574
0.118,8.562,16.609,0.411,0.553
0.104,8.209,15.899,0.253,0.505
0.089,7.44,15.11,0.101,0.4
0.05,6.396,14.046,0.033,0.266
0.004,5.757,12.536,0,0.195
0,5.37,11.948,0,0.158
0,5.177,11.596,0,0.141
0,5.3,11.321,0,0.153
0,5.625,11.242,0,0.182
0,6.04,11.033,0,0.225
0,6.529,10.907,0,0.281
0,6.841,10.933,0,0.32
0.021,6.786,11.275,0.009,0.313
0.078,6.349,13.065,0.057,0.261
0.135,6.042,14.031,0.143,0.226
0.196,6.72,14.618,0.224,0.305
0.226,6.982,14.942,0.229,0.339
0.265,7.326,15.351,0.267,0.384
0.28,7.949,15.73,0.275,0.469
0.237,8.644,15.727,0.218,0.564
0.206,9.067,15.582,0.184,0.619
0.285,9.835,15.907,0.273,0.71
0.183,10.346,15.733,0.162,0.763
0.155,10.958,15.632,0.133,0.816
0.119,11.789,15.811,0.097,0.872
0.052,12.415,15.75,0.034,0.905
0.026,12.305,15.521,0.013,0.9
0.016,11.845,15.298,0.006,0.875
0.001,11.223,15.115,0,0.835
0,10.661,15.098,0,0.791
0,10.239,15.181,0,0.752
0,9.651,15.34,0,0.69
0,9.153,15.491,0,0.63
0,8.511,15.496,0,0.547
0,8.756,15.472,0,0.579
0,9.694,15.667,0,0.695
0.01,10.411,15.915,0.002,0.768
0.058,11.182,16.338,0.039,0.833
0.115,11.095,16.842,0.101,0.826
0.175,10.901,17.42,0.202,0.812
0.209,11.662,18.205,0.334,0.865
0.202,12.029,18.979,0.496,0.886
0.222,12.079,19.574,0.559,0.888
0.239,12.082,20.105,0.59,0.889
0.233,12.073,20.568,0.615,0.888
0.225,11.992,20.888,0.594,0.884
0.212,11.724,21.028,0.541,0.868
0.201,11.144,20.979,0.442,0.83
0.182,10.189,20.64,0.314,0.748
0.135,9.524,20.143,0.219,0.674
0.099,8.951,19.309,0.094,0.604
0.047,8.67,18.169,0.029,0.568
0.003,8.816,17.072,0,0.586
0,8.648,16.391,0,0.565
0,8.49,16.02,0,0.544
0,8.504,15.793,0,0.545
0,8.283,15.508,0,0.516
0,8.077,15.202,0,0.487
0,7.884,15.013,0,0.46
0,7.982,14.96,0,0.474
0.015,7.818,14.802,0.005,0.451
0.063,7.505,15.181,0.043,0.409
0.09,7.381,16.072,0.131,0.391
0.095,8.054,17.252,0.298,0.484
0.092,8.391,18.353,0.479,0.53
0.096,8.369,19.187,0.619,0.527
0.101,8.286,19.876,0.714,0.516
0.104,8.151,20.452,0.766,0.498
0.107,7.969,20.869,0.772,0.472
0.106,7.786,21.175,0.743,0.447
0.103,7.646,21.351,0.672,0.429
0.098,7.577,21.455,0.56,0.419
0.092,7.435,21.461,0.413,0.399
0.083,6.989,21.288,0.245,0.34
0.071,6.038,20.841,0.089,0.225
0.043,5.918,19.536,0.026,0.212
0.003,6.812,18.159,0,0.317
0,7.625,18.183,0,0.425
0,8.06,18.493,0,0.484
0,8.318,18.448,0,0.521
0,8.431,18.09,0,0.535
0,8.234,17.672,0,0.509
0,7.932,17.346,0,0.467
0,7.655,17.165,0,0.43
0.004,7.41,16.937,0,0.395
0.022,6.917,16.761,0.01,0.331
0.094,6.269,16.927,0.075,0.251
0.153,7.386,17.894,0.281,0.393
0.172,7.943,18.51,0.4,0.468
0.151,8.248,19.071,0.579,0.51
0.141,7.995,19.588,0.697,0.476
0.165,7.525,20.02,0.729,0.411
0.299,7.497,19.915,0.533,0.407
0.285,7.647,19.211,0.296,0.429
0.233,7.679,18.575,0.221,0.432
0.181,7.494,18.199,0.165,0.407
0.216,7.715,18.357,0.247,0.437
0.161,7.8,18.497,0.202,0.448
0.089,7.256,17.92,0.07,0.375
0.024,6.75,17.008,0.011,0.31
0.002,6.73,16.2,0,0.307
0,6.926,15.66,0,0.332
0,7.04,15.458,0,0.346
0,7.216,15.483,0,0.369
0,7.293,15.528,0,0.379
0,7.174,15.413,0,0.364
0,7.139,15.32,0,0.36
0,7.078,15.315,0,0.352
0.008,7.187,15.567,0.001,0.366
0.065,7.025,16.238,0.045,0.344
0.106,6.678,17.278,0.13,0.3
0.144,6.724,18.752,0.245,0.306
0.15,8.006,20.625,0.403,0.478
0.131,8.767,22.143,0.569,0.58
0.129,9.099,23.269,0.669,0.623
0.128,9.254,23.987,0.727,0.643
0.129,9.147,24.404,0.742,0.63
0.161,8.86,24.523,0.664,0.592
0.233,8.431,24.149,0.468,0.535
0.22,7.892,23.833,0.371,0.461
0.164,7.57,23.752,0.327,0.417
0.122,7.194,23.359,0.213,0.367
0.088,6.512,22.587,0.09,0.279
0.042,6.607,21.167,0.025,0.291
0.002,6.601,19.647,0,0.291
0,6.542,18.717,0,0.283
0,6.567,17.935,0,0.286
0,6.534,17.271,0,0.282
0,6.741,16.817,0,0.309
0,6.918,16.414,0,0.331
0,7.025,16.071,0,0.344
0,7.109,15.771,0,0.355
0.013,7.124,15.761,0.004,0.358
0.067,6.754,16.605,0.046,0.31
0.116,6.513,17.508,0.126,0.28
0.152,7.793,18.465,0.253,0.447
0.174,8.353,19.174,0.396,0.525
0.225,8.408,19.617,0.45,0.532
0.254,8.546,19.971,0.512,0.551
0.264,8.816,20.148,0.558,0.586
0.266,8.982,20.155,0.572,0.608
0.272,9.184,19.92,0.54,0.634
0.288,9.19,19.174,0.365,0.635
0.206,8.482,18.214,0.2,0.542
0.195,7.82,17.9,0.2,0.451
0.156,7.435,17.755,0.167,0.399
0.095,6.816,17.235,0.078,0.317
0.036,6.357,16.32,0.021,0.261
0.002,6.153,15.18,0,0.238
0,6.105,14.758,0,0.233
0,5.897,14.398,0,0.21
0,5.206,14.211,0,0.144
0,4.37,14.048,0,0.081
0,4.134,14.228,0,0.067
0,4.066,14.232,0,0.063
0,3.796,14.02,0,0.048
0.008,3.39,13.918,0.001,0.03
0.047,2.937,14.671,0.03,0.016
0.11,2.708,15.41,0.091,0.01
0.163,2.552,16.1,0.148,0.007
0.205,2.566,16.632,0.192,0.008
0.194,2.718,16.703,0.173,0.011
0.194,2.987,16.554,0.171,0.017
0.206,3.438,16.424,0.183,0.032
0.182,4.388,16.252,0.158,0.083
0.178,5.286,16.229,0.154,0.151
0.194,5.952,16.365,0.172,0.217
0.195,6.254,16.49,0.174,0.25
0.133,6.312,16.339,0.111,0.256
0.082,6.366,15.964,0.062,0.263
0.046,6.309,15.489,0.029,0.255
0.014,6.311,14.982,0.004,0.256
0,6.448,14.517,0,0.272
0,6.488,14.348,0,0.278
0,6.232,14.258,0,0.248
0,5.943,14.13,0,0.215
0,5.734,13.941,0,0.193
0,5.587,13.873,0,0.179
0,5.589,13.888,0,0.179
0,5.692,13.959,0,0.189
0.006,5.761,14.152,0,0.196
0.049,5.594,14.701,0.032,0.179
0.117,5.238,15.467,0.109,0.146
0.157,5.288,16.736,0.248,0.152
0.166,5.707,18.111,0.402,0.191
0.168,6.16,19.259,0.538,0.239
0.175,6.477,20.218,0.63,0.276
0.188,6.607,20.876,0.668,0.291
0.201,6.638,21.26,0.661,0.295
0.206,6.519,21.446,0.629,0.28
0.239,6.272,21.323,0.503,0.251
0.246,6.026,20.94,0.331,0.224
0.203,5.781,20.476,0.223,0.199
0.13,5.555,19.77,0.115,0.176
0.066,5.613,18.861,0.047,0.181
0.021,5.905,17.751,0.009,0.211
0.001,6.207,16.773,0,0.245
0,6.226,16.248,0,0.247
0,6.07,15.942,0,0.229
0,5.868,15.741,0,0.207
0,5.661,15.524,0,0.186
0,5.614,15.329,0,0.181
0,5.523,15.105,0,0.173
0,5.459,14.911,0,0.167
0.008,5.434,14.836,0.001,0.164
0.054,5.053,15.439,0.036,0.132
0.117,4.645,16.054,0.106,0.1
0.175,4.544,16.77,0.197,0.093
0.225,4.368,17.437,0.272,0.081
0.27,4.236,17.876,0.325,0.073
0.276,4.381,17.974,0.292,0.082
0.294,4.783,18.015,0.31,0.11
0.313,5.344,18.027,0.348,0.156
0.307,5.944,17.935,0.355,0.215
0.289,6.329,17.868,0.388,0.259
0.239,6.354,17.818,0.392,0.261
0.191,6.092,17.582,0.306,0.231
0.14,5.664,17.224,0.207,0.186
0.091,5.076,16.625,0.092,0.133
0.041,4.544,15.238,0.025,0.093
0.001,4.27,13.537,0,0.075
0,4.029,12.984,0,0.061
0,3.815,12.656,0,0.049
0,3.558,12.423,0,0.037
0,3.357,12.228,0,0.029
0,3.304,12.018,0,0.027
0,3.413,11.905,0,0.031
0,3.684,11.833,0,0.043
0.008,4.186,11.746,0.001,0.069
0.061,4.649,12.763,0.042,0.1
0.103,4.535,13.976,0.131,0.092
0.109,4.608,15.762,0.303,0.097
0.12,4.984,17.71,0.464,0.125
0.137,5.131,19.141,0.587,0.137
0.172,5.294,20.15,0.639,0.152
0.237,5.436,20.536,0.607,0.164
0.316,5.44,20.159,0.47,0.165
0.267,5.462,19.237,0.267,0.167
0.195,5.449,18.485,0.176,0.166
0.18,5.497,18.289,0.163,0.17
0.185,5.755,18.385,0.178,0.195
0.13,6.081,18.132,0.115,0.231
0.073,6.323,17.454,0.054,0.257
0.024,6.581,16.436,0.011,0.289
0,6.879,15.602,0,0.325
0,6.776,15.235,0,0.312
0,6.638,15.032,0,0.295
0,6.491,14.848,0,0.278
0,6.486,14.715,0,0.277
0,6.55,14.425,0,0.284
0,6.64,14.152,0,0.295
0,6.659,13.944,0,0.297
0.008,6.642,13.742,0.001,0.295
0.059,6.283,14.291,0.04,0.253
0.101,5.78,15.14,0.126,0.199
0.119,6.114,16.354,0.28,0.233
0.13,6.219,17.485,0.442,0.245
0.156,6.064,18.396,0.548,0.228
0.195,5.849,19.012,0.59,0.205
0.225,5.686,19.456,0.61,0.188
0.271,5.683,19.659,0.545,0.188
0.296,5.794,19.631,0.451,0.2
0.27,5.905,19.349,0.312,0.211
0.238,5.995,19.044,0.275,0.22
0.199,6.082,18.72,0.266,0.231
0.146,5.925,18.178,0.167,0.213
0.091,5.66,17.427,0.077,0.186
0.031,5.585,16.181,0.016,0.179
0,5.546,14.942,0,0.176
0,5.375,14.429,0,0.159
0,5.152,14.063,0,0.139
0,4.871,13.765,0,0.117
0,4.643,13.561,0,0.1
0,4.583,13.441,0,0.095
0,4.544,13.289,0,0.093
0,4.367,13.094,0,0.081
0.007,4.208,13.049,0.001,0.071
0.056,3.921,14.018,0.038,0.055
0.112,3.288,15.182,0.117,0.027
0.153,2.905,16.422,0.24,0.015
0.183,2.747,17.604,0.368,0.011
0.215,2.637,18.512,0.465,0.009
0.25,2.587,19.182,0.506,0.008
0.27,2.611,19.75,0.544,0.008
0.294,2.655,20.056,0.495,0.009
0.292,2.735,20.222,0.478,0.011
0.279,2.882,20.188,0.375,0.014
0.245,2.996,20.08,0.313,0.017
0.2,3.016,19.895,0.259,0.018
0.146,3.047,19.447,0.158,0.019
0.092,3.211,18.733,0.078,0.024
0.029,3.586,17.407,0.015,0.038
0,4.282,15.975,0,0.076
0,4.949,15.197,0,0.122
0,5.448,14.681,0,0.166
0,5.716,14.156,0,0.192
0,5.8,13.602,0,0.201
0,5.714,13.051,0,0.192
0,5.502,12.559,0,0.17
0,5.323,12.128,0,0.155
0.007,5.207,11.943,0.001,0.144
0.056,4.908,13.249,0.038,0.119
0.099,4.439,14.473,0.121,0.085
0.124,4.118,15.739,0.267,0.066
0.136,3.693,16.971,0.426,0.043
0.149,3.376,18.072,0.548,0.03
0.165,3.225,18.966,0.63,0.025
0.191,3.176,19.642,0.647,0.023
0.204,3.107,20.118,0.637,0.02
0.187,3,20.509,0.64,0.017
0.207,2.86,20.641,0.526,0.014
0.209,2.794,20.665,0.403,0.012
0.191,2.866,20.521,0.263,0.014
0.137,3.099,20.081,0.136,0.02
0.081,3.507,19.454,0.063,0.035
0.025,4.115,18.222,0.012,0.066
0,4.85,16.997,0,0.115
0,5.421,16.379,0,0.163
0,5.737,15.784,0,0.193
0,5.88,15.228,0,0.208
0,5.938,14.787,0,0.214
0,5.896,14.4,0,0.21
0,5.754,14.113,0,0.195
0,5.568,13.801,0,0.178
0.006,5.464,13.599,0,0.167
0.055,5.217,14.57,0.037,0.145
0.112,4.76,15.478,0.114,0.108
0.161,4.678,16.65,0.222,0.102
0.191,4.64,17.704,0.356,0.1
0.201,4.643,18.673,0.49,0.1
0.207,4.697,19.552,0.585,0.103
0.219,4.749,20.214,0.628,0.107
0.254,4.81,20.548,0.586,0.112
0.284,4.888,20.627,0.5,0.118
0.284,4.907,20.397,0.357,0.119
0.227,4.808,19.93,0.231,0.112
0.149,4.655,19.292,0.131,0.101
0.097,4.607,18.68,0.077,0.097
0.06,4.637,18.038,0.041,0.1
0.022,4.957,16.974,0.01,0.123
0,5.538,15.972,0,0.175
0,5.968,15.591,0,0.218
0,6.299,15.345,0,0.254
0,6.54,15.177,0,0.283
0,6.624,14.979,0,0.294
0,6.605,14.773,0,0.291
0,6.493,14.817,0,0.278
0,6.34,14.788,0,0.259
0.003,6.263,14.754,0,0.251
0.035,5.937,15.223,0.02,0.214
0.091,5.35,15.79,0.073,0.156
0.152,5.074,16.54,0.144,0.133
0.218,5.624,17.434,0.246,0.182
0.263,6.217,18.165,0.351,0.245
0.286,6.556,18.774,0.445,0.285
0.295,6.558,19.206,0.498,0.285
0.283,6.523,19.485,0.546,0.281
0.266,6.47,19.597,0.541,0.274
0.254,6.427,19.535,0.479,0.27
0.238,6.412,19.266,0.369,0.268
0.202,6.317,18.833,0.25,0.256
0.141,5.887,18.192,0.137,0.209
0.074,5.314,17.45,0.055,0.154
0.021,5.359,16.486,0.009,0.157
0,5.951,15.629,0,0.217
0,6.216,15.04,0,0.245
0,6.619,14.633,0,0.294
0,7.042,14.658,0,0.346
0,6.843,14.474,0,0.321
0,6.675,14.307,0,0.3
0,6.795,14.136,0,0.314
0,7.003,14.331,0,0.342
0.003,6.876,14.515,0,0.325
0.044,6.415,14.872,0.028,0.268
0.102,6.002,15.431,0.103,0.221
0.119,6.607,15.817,0.261,0.291
0.111,7.243,16.001,0.454,0.374
0.135,7.497,16.111,0.557,0.407
0.134,7.541,16.501,0.67,0.413
0.125,7.549,16.983,0.751,0.414
0.126,7.62,17.339,0.76,0.425
0.13,7.748,17.515,0.721,0.442
0.14,7.878,17.549,0.625,0.459
0.142,7.933,17.464,0.497,0.467
0.133,7.883,17.252,0.355,0.46
0.115,7.51,16.86,0.2,0.41
0.079,6.826,16.166,0.075,0.319
0.026,6.729,14.996,0.013,0.307
0,7.128,14.082,0,0.358
0,7.183,13.973,0,0.365
0,7.202,13.964,0,0.367
0,7.33,14.066,0,0.386
0,7.126,13.974,0,0.358
0,6.995,13.622,0,0.341
0,7.036,13.162,0,0.345
0,6.999,12.715,0,0.341
0.004,6.914,12.607,0,0.33
0.03,6.63,13.128,0.016,0.294
0.068,6.156,13.585,0.05,0.238
0.16,5.912,14.235,0.164,0.212
0.216,6.038,15.048,0.308,0.225
0.248,5.917,15.668,0.391,0.212
0.235,5.88,16.372,0.552,0.208
0.21,5.951,16.996,0.656,0.217
0.222,6.019,17.276,0.647,0.223
0.232,6.065,17.365,0.599,0.228
0.241,6.119,17.252,0.508,0.234
0.245,6.133,16.779,0.328,0.235
0.182,5.959,16.145,0.183,0.218
0.112,5.613,15.479,0.096,0.181
0.063,5.045,14.899,0.045,0.131
0.015,4.866,14.205,0.005,0.116
0,5.055,13.75,0,0.132
0,5.339,13.573,0,0.155
0,5.658,13.331,0,0.186
0,5.998,13.061,0,0.221
0,6.254,12.842,0,0.25
0,6.422,12.535,0,0.27
0,6.699,12.31,0,0.302
0,6.911,12.252,0,0.329
0.003,7.146,12.253,0,0.361
0.046,7.135,12.612,0.029,0.359
0.105,7.307,13.161,0.101,0.381
0.159,7.94,13.634,0.209,0.468
0.204,8.446,14.252,0.307,0.538
0.233,8.675,15.042,0.421,0.568
0.252,8.701,15.841,0.503,0.571
0.269,8.653,16.476,0.534,0.566
0.276,8.587,16.893,0.531,0.556
0.255,8.555,17.204,0.544,0.552
0.235,8.535,17.309,0.495,0.55
0.217,8.494,17.154,0.397,0.544
0.189,8.239,16.684,0.261,0.51
0.139,7.886,16.12,0.152,0.46
0.081,7.513,15.44,0.066,0.41
0.022,7.38,14.561,0.01,0.391
0,7.374,13.865,0,0.391
0,7.425,13.638,0,0.398
0,7.179,13.352,0,0.364
0,6.986,12.899,0,0.34
0,6.862,12.439,0,0.323
0,6.646,12.063,0,0.296
0,6.331,11.736,0,0.259
0,5.957,11.459,0,0.217
0.003,5.629,11.207,0,0.183
0.046,5.217,12.197,0.029,0.145
0.088,4.567,13.388,0.112,0.094
0.108,4.152,14.348,0.266,0.068
0.108,3.792,15.427,0.452,0.048
0.122,3.365,16.399,0.575,0.03
0.124,2.84,17.372,0.681,0.013
0.128,2.312,18.278,0.737,0.004
0.151,2.495,18.791,0.707,0.006
0.169,2.773,19.024,0.644,0.012
0.174,2.669,19.135,0.556,0.009
0.155,2.368,19.301,0.467,0.005
0.144,3.061,19.199,0.335,0.019
0.126,3.914,18.568,0.13,0.054
0.067,4.746,17.607,0.05,0.107
0.017,5.887,16.138,0.006,0.209
0,7.236,14.926,0,0.372
0,8.158,14.273,0,0.498
0,8.693,13.612,0,0.571
0,9.184,13.113,0,0.634
0,9.379,12.905,0,0.657
0,9.53,12.935,0,0.675
0,10.691,13.073,0,0.793
0,11.485,13.086,0,0.854
0.001,12.16,13.164,0,0.893
0.009,12.936,13.416,0.002,0.927
0.039,13.31,13.732,0.024,0.94
0.115,13.476,14.185,0.097,0.945
0.117,13.402,14.543,0.097,0.943
0.098,12.294,14.808,0.078,0.899
0.139,10.792,15.447,0.118,0.802
0.257,9.022,16.597,0.249,0.613
0.327,7.984,18.089,0.483,0.474
0.251,7.706,19.05,0.608,0.436
0.27,7.279,19.114,0.47,0.379
0.25,6.722,18.738,0.296,0.306
0.2,6.338,18.439,0.211,0.259
0.117,6.196,17.989,0.1,0.243
0.064,6.632,17.51,0.045,0.294
0.013,7.285,16.845,0.004,0.379
0,7.585,16.553,0,0.42
0,7.545,16.445,0,0.413
0,7.357,16.191,0,0.388
0,6.887,15.718,0,0.327
0,6.412,15.045,0,0.268
0,6.052,14.615,0,0.227
0,5.815,14.419,0,0.201
0,5.597,14.3,0,0.18
0.001,5.352,14.27,0,0.157
0.029,4.942,14.744,0.016,0.122
0.087,4.247,15.521,0.07,0.073
0.15,3.605,16.178,0.147,0.039
0.211,3.303,17.004,0.238,0.027
0.258,3.223,17.873,0.326,0.025
0.285,3.365,18.753,0.439,0.03
0.301,3.838,19.353,0.47,0.05
0.309,4.494,19.696,0.476,0.089
0.305,5.13,19.664,0.394,0.137
0.279,5.637,19.452,0.326,0.183
0.233,6.065,19.087,0.253,0.228
0.193,6.412,18.649,0.209,0.268
0.132,6.496,17.957,0.124,0.278
0.066,6.574,17.025,0.048,0.287
0.013,6.712,15.979,0.004,0.305
0,6.733,15.225,0,0.308
0,6.629,14.702,0,0.294
0,6.566,14.249,0,0.286
0,6.502,13.861,0,0.278
0,6.385,13.532,0,0.264
0,6.252,13.241,0,0.249
0,6.171,13.012,0,0.241
0,6.113,12.881,0,0.233
0.001,6.096,12.834,0,0.232
0.021,5.982,12.977,0.01,0.22
0.056,5.847,13.252,0.039,0.205
0.085,5.741,13.49,0.066,0.194
0.111,5.679,13.727,0.09,0.188
0.132,5.471,13.869,0.111,0.168
0.149,5.185,13.961,0.127,0.142
0.154,5.048,14.028,0.132,0.131
0.159,5.142,14.019,0.137,0.138
0.154,5.333,13.977,0.132,0.155
0.135,5.471,13.832,0.114,0.168
0.114,5.529,13.536,0.093,0.174
0.088,5.508,13.138,0.068,0.171
0.056,5.459,12.679,0.039,0.167
0.026,5.433,12.225,0.013,0.164
0.006,5.335,11.668,0,0.155
0,5.124,11.272,0,0.137
0,4.814,11.038,0,0.112
0,4.549,10.839,0,0.093
0,4.422,10.69,0,0.084
0,4.461,10.446,0,0.087
0,4.683,10.047,0,0.102
0,5.067,9.76,0,0.133
0,5.478,9.514,0,0.168
0.001,5.779,9.432,0,0.199
0.026,5.892,9.685,0.013,0.209
0.087,5.62,10.284,0.074,0.182
0.151,5.5,10.875,0.197,0.17
0.167,5.31,11.588,0.373,0.154
0.154,5.123,12.489,0.55,0.137
0.152,5.212,13.374,0.663,0.144
0.163,5.384,13.974,0.707,0.159
0.187,5.554,14.306,0.682,0.176
0.216,5.767,14.317,0.599,0.197
0.23,5.941,14.144,0.489,0.215
0.217,5.985,13.901,0.372,0.22
0.185,5.939,13.578,0.253,0.214
0.116,5.733,12.995,0.109,0.193
0.057,5.498,12.342,0.04,0.17
0.012,5.819,11.3,0.003,0.202
0,6.198,10.616,0,0.243
0,6.201,10.211,0,0.243
0,6.22,9.779,0,0.245
0,6.306,9.47,0,0.255
0,6.413,9.212,0,0.268
0,6.507,8.934,0,0.279
0,6.553,8.626,0,0.284
0,6.58,8.394,0,0.289
0.001,6.583,8.218,0,0.289
0.038,6.3,8.974,0.023,0.254
0.08,5.78,10.694,0.104,0.199
0.1,5.991,11.538,0.267,0.22
0.113,6.2,12.247,0.432,0.243
0.124,6.247,12.983,0.569,0.249
0.134,6.151,13.638,0.663,0.237
0.141,6.362,14.141,0.714,0.262
0.15,6.991,14.444,0.712,0.341
0.157,7.334,14.474,0.664,0.386
0.146,7.136,14.432,0.602,0.359
0.128,6.798,14.336,0.507,0.315
0.116,6.498,14.116,0.359,0.278
0.1,6.078,13.703,0.194,0.23
0.068,5.395,12.883,0.059,0.16
0.014,4.97,11.198,0.005,0.124
0,4.842,10.491,0,0.114
0,4.947,10.418,0,0.122
0,5.249,10.392,0,0.147
0,5.505,10.401,0,0.171
0,5.618,10.312,0,0.182
0,5.706,10.225,0,0.191
0,5.794,10.177,0,0.2
0,5.937,10.244,0,0.214
0,6.111,10.466,0,0.233
0.018,6.318,11.196,0.008,0.256
0.059,6.168,12.174,0.042,0.24
0.108,6.047,12.78,0.091,0.227
0.162,6.324,13.406,0.15,0.258
0.24,6.666,14.161,0.252,0.299
0.278,6.803,14.819,0.304,0.315
0.286,6.801,15.295,0.308,0.315
0.317,6.767,15.936,0.404,0.311
0.285,6.724,16.677,0.518,0.306
0.264,6.684,17.005,0.468,0.301
0.232,6.644,16.685,0.259,0.296
0.169,6.402,16.257,0.164,0.266
0.113,6.105,15.79,0.098,0.233
0.064,5.881,15.195,0.046,0.208
0.009,6.311,14.211,0.002,0.256
0,6.911,13.942,0,0.329
0,7.288,14.026,0,0.379
0,7.606,13.867,0,0.422
0,7.7,13.561,0,0.435
0,7.802,13.279,0,0.449
0,7.739,13.132,0,0.441
0,7.795,13.134,0,0.448
0,8.027,13.06,0,0.481
0,8.422,12.841,0,0.535
0.033,9.348,12.558,0.019,0.654
0.089,10.407,12.385,0.087,0.768
0.134,10.948,12.459,0.203,0.815
0.125,11.176,13.055,0.417,0.832
0.111,11.2,13.859,0.596,0.834
0.113,10.638,14.511,0.704,0.789
0.113,9.764,14.953,0.768,0.702
0.111,8.987,15.375,0.785,0.609
0.104,8.764,15.58,0.765,0.58
0.102,8.702,15.494,0.685,0.572
0.099,7.949,15.355,0.562,0.469
0.124,6.912,15.117,0.346,0.33
0.122,5.942,14.696,0.139,0.215
0.038,5.328,13.894,0.023,0.155
0.005,6.414,13.259,0,0.268
0,7.766,13.272,0,0.444
0,8.488,13.487,0,0.544
0,8.714,13.66,0,0.574
0,8.13,13.714,0,0.494
0,7.879,13.761,0,0.459
0,8.159,13.975,0,0.498
0,8.298,14.112,0,0.518
0,8.804,14.068,0,0.586
0,9.468,13.838,0,0.668
0.015,10.803,13.688,0.006,0.803
0.058,11.694,13.827,0.041,0.867
0.084,12.717,14.02,0.066,0.918
0.109,13.18,14.182,0.09,0.935
0.145,13.274,14.536,0.126,0.938
0.184,12.707,15.087,0.167,0.918
0.256,11.941,15.891,0.253,0.881
0.3,11.255,16.81,0.335,0.838
0.302,10.425,17.7,0.436,0.77
0.261,9.6,18.211,0.438,0.683
0.21,8.879,18.399,0.4,0.595
0.153,8.316,18.258,0.331,0.52
0.118,7.545,17.697,0.182,0.413
0.071,7.469,16.705,0.059,0.403
0.011,7.925,15.292,0.003,0.466
0,8.297,14.598,0,0.518
0,8.371,14.202,0,0.527
0,8.336,13.764,0,0.523
0,8.379,13.297,0,0.528
0,8.405,12.868,0,0.532
0,8.545,12.622,0,0.551
0,8.64,12.559,0,0.563
0,8.936,12.468,0,0.602
0,8.911,12.226,0,0.599
0.031,8.626,11.915,0.017,0.561
0.07,8.448,12.2,0.101,0.538
0.081,8.881,12.712,0.283,0.595
0.093,9.758,13.329,0.459,0.701
0.11,10.323,14.037,0.589,0.76
0.129,10.627,14.637,0.667,0.788
0.151,10.816,15.073,0.691,0.804
0.17,10.994,15.345,0.67,0.819
0.17,11.067,15.551,0.637,0.824
0.163,11.159,15.738,0.565,0.831
0.151,11.052,15.801,0.456,0.823
0.135,10.519,15.601,0.317,0.778
0.111,10.02,15.07,0.161,0.729
0.062,9.927,14.33,0.048,0.72
0.009,10.068,13.511,0.002,0.734
0,10.11,12.937,0,0.739
0,10.289,12.563,0,0.757
0,10.561,12.284,0,0.782
0,10.631,12.009,0,0.788
0,10.604,11.741,0,0.786
0,10.559,11.521,0,0.782
0,10.581,11.405,0,0.785
0,10.624,11.366,0,0.788
0,10.727,11.377,0,0.797
0.021,10.787,11.483,0.01,0.802
0.075,10.722,11.829,0.061,0.796
0.139,10.719,12.349,0.16,0.796
0.182,10.818,13.016,0.296,0.804
0.181,10.818,13.776,0.472,0.804
0.165,10.753,14.584,0.614,0.799
0.161,10.971,15.243,0.682,0.817
0.155,11.216,15.696,0.707,0.835
0.153,11.262,15.877,0.678,0.839
0.164,11.174,15.768,0.567,0.832
0.145,10.753,15.564,0.474,0.799
0.115,10.12,15.194,0.355,0.74
0.095,9.2,14.608,0.19,0.635
0.062,8.222,13.733,0.05,0.507
0.009,7.779,12.487,0.002,0.447
0,7.912,12.015,0,0.464
0,8.078,12.086,0,0.488
0,8.199,12.128,0,0.503
0,8.287,12.063,0,0.516
0,8.333,11.959,0,0.523
0,8.535,11.793,0,0.55
0,8.781,11.62,0,0.583
0,9.047,11.497,0,0.617
0,9.05,11.341,0,0.618
0.026,8.871,11.292,0.014,0.594
0.08,8.653,11.778,0.091,0.566
0.106,8.999,12.392,0.246,0.61
0.119,9.321,13.025,0.416,0.65
0.133,9.311,13.692,0.554,0.649
0.164,9.271,14.196,0.609,0.644
0.195,9.234,14.486,0.616,0.64
0.197,9.19,14.693,0.63,0.635
0.183,9.224,14.825,0.622,0.638
0.164,9.243,14.839,0.57,0.642
0.148,9.205,14.684,0.47,0.636
0.144,9.077,14.281,0.299,0.62
0.114,8.557,13.662,0.154,0.552
0.056,8.089,12.829,0.04,0.488
0.006,7.916,11.95,0,0.465
0,7.916,11.631,0,0.465
0,7.913,11.617,0,0.464
0,7.824,11.577,0,0.452
0,7.801,11.47,0,0.448
0,7.575,11.362,0,0.418
0,7.19,11.103,0,0.367
